Customer_ID,Customer_Name,Gender,Age_Group,Customer_Segment,Region
C0475,Peter Mwangi,Male,18-24,Consumer,Central
C0476,Hassan Ochieng,Female,25-34,Consumer,Rift Valley
C0477,Nancy Kamau,Male,35-44,Consumer,Rift Valley
C0478,Lucy Mutua,Male,45-54,Small Business,Central
C0479,Kevin Otieno,Male,35-44,Corporate,Nairobi
C0480,Sharon Akinyi,Female,55+,Small Business,Nairobi
C0481,Amina Njoroge,Male,35-44,Consumer,Rift Valley
C0482,David Wambui,Female,45-54,Consumer,Western
C0483,George Mwangi,Female,55+,Consumer,Eastern
C0484,Irene Kariuki,Male,18-24,Small Business,Western
C0485,Nancy Kariuki,Female,55+,Consumer,Eastern
C0486,Victor Ochieng,Female,45-54,Consumer,Central
C0487,Victor Kiptoo,Male,55+,Consumer,Rift Valley
C0488,Nancy Kiptoo,Female,55+,Corporate,Nairobi
C0489,Amina Otieno,Female,35-44,Consumer,Western
C0490,Esther Maina,Male,55+,Consumer,Rift Valley
C0491,Sharon Akinyi,Male,25-34,Consumer,Eastern
C0492,Rose Otieno,Female,25-34,Consumer,Eastern
C0493,David Wambui,Male,25-34,Small Business,Nairobi
C0494,Victor Wambui,Male,55+,Small Business,Central
C0495,Esther Mutua,Male,35-44,Consumer,Nairobi
C0496,Irene Muriuki,Male,25-34,Consumer,Nairobi
C0497,Faith Muriuki,Female,18-24,,Rift Valley
C0498,James Maina,Male,45-54,,Rift Valley
C0499,Kevin Mwangi,Female,45-54,Consumer,Rift Valley
C0500,Esther Mwangi,Male,45-54,Consumer,Eastern
C0501,Peter Maina,Male,45-54,Consumer,Rift Valley
C0502,Sharon Njoroge,Female,25-34,Small Business,Rift Valley
C0503,Peter Akinyi,Male,25-34,Corporate,Nairobi
C0504,Samuel Kamau,Male,25-34,Consumer,Nairobi
C0505,Samuel Wambui,Male,25-34,Consumer,Coast
C0506,Victor Mwangi,Female,55+,Consumer,Eastern
C0507,Carol Maina,Female,35-44,Small Business,Nairobi
C0508,Hassan Kariuki,Female,45-54,Consumer,Western
C0509,James Kiptoo,Male,25-34,Small Business,Rift Valley
C0510,Brian Muriuki,Male,45-54,Consumer,Nairobi
C0511,Mary Kiptoo,Female,25-34,Consumer,Central
C0512,James Njoroge,Male,35-44,Consumer,Eastern
C0513,James Maina,Male,18-24,Corporate,Rift Valley
C0514,George Mutua,Male,18-24,Small Business,Nairobi
C0515,David Otieno,Male,25-34,Consumer,Eastern
C0516,Peter Wambui,Female,55+,Corporate,Central
C0517,Faith Ochieng,Male,25-34,Small Business,Eastern
C0518,Hassan Kamau,Male,35-44,Small Business,Central
C0519,Sharon Mwangi,Female,35-44,Small Business,Coast
C0520,Amina Akinyi,Female,45-54,Small Business,Central
C0521,Nancy Muriuki,Male,55+,Consumer,Nairobi
C0522,Samuel Kiptoo,Male,45-54,Consumer,Eastern
C0523,Sharon Njoroge,Female,35-44,Consumer,Nairobi
C0524,Mary Maina,Male,45-54,Consumer,Nairobi
C0525,Esther Maina,Female,25-34,Small Business,Central
C0526,Esther Njoroge,Male,55+,Small Business,Rift Valley
C0527,Amina Ochieng,Male,35-44,Consumer,Rift Valley
C0528,Samuel Njoroge,Female,55+,Consumer,Eastern
C0529,David Njoroge,Male,35-44,Small Business,Central
C0530,Carol Otieno,Female,25-34,Small Business,Central
C0531,Amina Muriuki,Female,55+,Consumer,Nairobi
C0532,George Kiptoo,Female,18-24,Consumer,Coast
C0533,David Kamau,Male,55+,Corporate,Eastern
C0534,Lucy Akinyi,Female,18-24,Small Business,Rift Valley
C0535,David Mwangi,Male,35-44,Consumer,Coast
C0536,Rose Mwangi,Female,35-44,Consumer,Central
C0537,James Akinyi,Female,55+,Consumer,Eastern
C0538,Peter Kiptoo,Male,18-24,Consumer,Western
C0539,Sharon Wambui,Male,45-54,Small Business,Nairobi
C0540,Nancy Kiptoo,Male,35-44,Consumer,Central
C0541,Nancy Maina,Male,35-44,Consumer,Nairobi
C0542,George Kamau,Female,45-54,Small Business,Nairobi
C0543,Irene Otieno,Male,35-44,Small Business,Nairobi
C0544,Wanjiku Njoroge,Female,55+,Small Business,Western
C0545,Sharon Otieno,Female,25-34,Corporate,Coast
C0546,Hassan Mutua,Male,45-54,Consumer,Central
C0547,Faith Kiptoo,Female,18-24,Consumer,Western
C0548,Carol Otieno,Male,55+,Consumer,Eastern
C0549,Esther Maina,Male,25-34,Corporate,Rift Valley
C0550,Kevin Kiptoo,Male,45-54,Consumer,Western
C0551,Samuel Muriuki,Female,35-44,Corporate,Central
C0552,Wanjiku Maina,Male,25-34,Consumer,Eastern
C0553,Mary Kariuki,Female,35-44,Corporate,Nairobi
C0554,Rose Wambui,Male,55+,Consumer,Central
C0555,Brian Ochieng,Male,45-54,Consumer,Eastern
C0556,Esther Mutua,Female,25-34,Corporate,Western
C0557,David Kariuki,Female,55+,Consumer,Rift Valley
C0558,Sharon Mwangi,Male,25-34,Consumer,Coast
C0559,Amina Ochieng,Male,35-44,Consumer,Coast
C0560,Lucy Njoroge,Female,55+,Small Business,Central
C0561,Faith Muriuki,Male,55+,Consumer,Nairobi
C0562,Wanjiku Akinyi,Male,55+,Corporate,Central
C0563,James Mwangi,Female,18-24,Small Business,Nairobi
C0564,Peter Otieno,Female,35-44,Consumer,Eastern
C0565,James Mwangi,Male,45-54,Corporate,Central
C0566,Mary Akinyi,Male,35-44,Consumer,Coast
C0567,Hassan Mutua,Female,35-44,Small Business,Rift Valley
C0568,Irene Kiptoo,Female,35-44,Consumer,Rift Valley
C0569,Esther Wambui,Male,55+,Consumer,Western
C0570,Brian Kamau,Male,45-54,Consumer,Western
C0571,Hassan Njoroge,Female,45-54,Small Business,Eastern
C0572,George Kiptoo,Male,35-44,Small Business,Rift Valley
C0573,Nancy Akinyi,Female,35-44,Corporate,Rift Valley
C0574,James Akinyi,Female,18-24,Consumer,Eastern
C0575,George Kiptoo,Female,25-34,Consumer,Rift Valley
C0576,Carol Kariuki,Female,55+,Consumer,Nairobi
C0577,Victor Mwangi,Female,25-34,Consumer,Coast
C0578,James Kamau,Female,55+,Consumer,Nairobi
C0579,Carol Kariuki,Female,55+,Consumer,Coast
C0580,Irene Njoroge,Male,25-34,Consumer,Eastern
C0581,David Mwangi,Female,18-24,Consumer,Western
C0582,George Ochieng,Male,25-34,Consumer,Western
C0583,Amina Ochieng,Male,35-44,Consumer,Nairobi
C0584,Carol Mwangi,Female,45-54,Small Business,Eastern
C0585,Mary Mutua,Male,45-54,Small Business,Nairobi
C0586,Brian Wambui,Male,45-54,Consumer,Nairobi
C0587,Mary Kiptoo,Female,55+,Consumer,Nairobi
C0588,Victor Njoroge,Female,35-44,Small Business,Nairobi
C0589,Hassan Muriuki,Male,35-44,Small Business,Western
C0590,Brian Wambui,Male,45-54,Consumer,Western
C0591,Peter Kariuki,Female,45-54,Consumer,Central
C0592,Nancy Otieno,Female,25-34,Consumer,Nairobi
C0593,Esther Njoroge,Male,55+,Consumer,Nairobi
C0594,Peter Maina,Male,25-34,Consumer,Central
C0595,David Otieno,Male,55+,Consumer,Nairobi
C0596,Lucy Njoroge,Male,25-34,Consumer,Rift Valley
C0597,Hassan Wambui,Male,35-44,Consumer,Nairobi
C0598,Esther Kariuki,Male,45-54,Small Business,Central
C0599,Nancy Maina,Female,55+,Consumer,Central
C0600,Brian Kariuki,Female,45-54,Consumer,Central
C0601,Wanjiku Kariuki,Female,25-34,Small Business,Nairobi
C0602,David Mutua,Female,55+,Consumer,Nairobi
C0603,George Kiptoo,Male,18-24,Small Business,Eastern
C0604,Sharon Akinyi,Female,45-54,Small Business,Nairobi
C0605,Carol Ochieng,Male,25-34,Consumer,Western
C0606,George Muriuki,Female,25-34,Consumer,Western
C0607,Esther Muriuki,Male,25-34,Small Business,Central
C0608,Wanjiku Kariuki,Female,45-54,Consumer,Western
C0609,Faith Akinyi,Male,18-24,Consumer,Rift Valley
C0610,Faith Otieno,Male,55+,Consumer,Eastern
C0611,James Mwangi,Male,25-34,Consumer,Nairobi
C0612,Victor Akinyi,Male,25-34,Small Business,Central
C0613,Nancy Muriuki,Male,25-34,Corporate,Nairobi
C0614,Sharon Mwangi,Male,45-54,Consumer,Western
C0615,Brian Muriuki,Male,55+,Consumer,Rift Valley
C0616,Esther Ochieng,Female,55+,Consumer,Nairobi
C0617,David Mwangi,Male,55+,Small Business,Central
C0618,Samuel Otieno,Female,55+,Consumer,Eastern
C0619,Lucy Kamau,Female,55+,Corporate,Nairobi
C0620,Esther Kariuki,Male,18-24,Consumer,Western
C0621,Samuel Mutua,Male,45-54,Consumer,Rift Valley
C0622,Peter Kamau,Female,25-34,Small Business,Nairobi
C0623,Lucy Kiptoo,Female,45-54,Consumer,Nairobi
C0624,Rose Njoroge,Female,55+,Small Business,Nairobi
C0625,Rose Ochieng,Male,35-44,Consumer,Eastern
C0626,Peter Maina,Male,55+,Consumer,Nairobi
C0627,George Ochieng,Female,45-54,Consumer,Nairobi
C0628,Peter Mutua,Female,35-44,Consumer,Nairobi
C0629,George Wambui,Female,25-34,Consumer,Nairobi
C0630,Sharon Kamau,Male,55+,Consumer,Coast
C0631,Rose Wambui,Female,35-44,Consumer,Nairobi
C0632,Esther Otieno,Male,35-44,,Coast
C0633,Mary Kariuki,Female,45-54,Consumer,Coast
C0634,Mary Kariuki,Female,45-54,Small Business,Eastern
C0635,Rose Ochieng,Female,45-54,Corporate,Nairobi
C0636,Wanjiku Mwangi,Female,25-34,Consumer,Eastern
C0637,Victor Maina,Female,45-54,Small Business,Coast
C0638,Brian Maina,Male,35-44,Small Business,Nairobi
C0639,Mary Kariuki,Female,45-54,Consumer,Rift Valley
C0640,David Kariuki,Female,25-34,Consumer,Eastern
C0641,Lucy Maina,Female,25-34,Consumer,Nairobi
C0642,Sharon Njoroge,Female,25-34,Consumer,Eastern
C0643,Irene Mutua,Female,55+,Corporate,Western
C0644,Irene Njoroge,Female,18-24,Small Business,Coast
C0645,Samuel Kiptoo,Male,18-24,Small Business,Eastern
C0646,Victor Mutua,Female,18-24,Consumer,Central
C0647,Mary Maina,Female,18-24,Consumer,Rift Valley
C0648,Carol Mwangi,Male,25-34,Small Business,Central
C0649,Rose Kiptoo,Female,55+,Consumer,Rift Valley
C0650,James Muriuki,Male,35-44,Small Business,Coast
C0651,Sharon Mwangi,Male,35-44,Small Business,Nairobi
C0652,Wanjiku Otieno,Female,35-44,Consumer,Central
C0653,Brian Njoroge,Female,25-34,Consumer,Central
C0654,David Akinyi,Male,25-34,Consumer,Nairobi
C0655,Wanjiku Muriuki,Male,18-24,Consumer,Nairobi
C0656,Nancy Kiptoo,Female,18-24,Consumer,Central
C0657,David Kamau,Male,35-44,Consumer,Nairobi
C0658,Faith Wambui,Male,45-54,Corporate,Nairobi
C0659,James Ochieng,Male,18-24,Consumer,Rift Valley
C0660,Nancy Maina,Female,55+,Consumer,Rift Valley
C0661,David Akinyi,Female,45-54,Consumer,Rift Valley
C0662,James Kamau,Female,55+,Consumer,Central
C0663,Kevin Njoroge,Female,25-34,Corporate,Eastern
C0664,Victor Otieno,Female,45-54,Small Business,Coast
C0665,Brian Muriuki,Female,35-44,Corporate,Nairobi
C0666,Rose Kiptoo,Male,35-44,Consumer,Nairobi
C0667,Rose Kamau,Female,18-24,Consumer,Rift Valley
C0668,David Ochieng,Male,45-54,Consumer,Nairobi
C0669,Samuel Wambui,Male,25-34,Corporate,Western
C0670,Peter Otieno,Male,18-24,Consumer,Eastern
C0671,Amina Otieno,Male,25-34,Consumer,Nairobi
C0672,Carol Wambui,Female,55+,Consumer,Nairobi
C0673,Brian Kariuki,Female,18-24,Small Business,Eastern
C0674,George Maina,Male,35-44,Small Business,Coast
C0675,Carol Kamau,Male,55+,Consumer,Nairobi
C0676,Nancy Mwangi,Female,18-24,Consumer,Eastern
C0677,Brian Maina,Male,45-54,Small Business,Eastern
C0678,Nancy Mwangi,Male,45-54,Small Business,Western
C0679,Nancy Wambui,Female,35-44,Small Business,Coast
C0680,Hassan Muriuki,Female,45-54,Consumer,Nairobi
C0681,Victor Maina,Female,45-54,Consumer,Nairobi
C0682,David Kamau,Female,55+,Consumer,Coast
C0683,Peter Otieno,Male,55+,Consumer,Central
C0684,Faith Njoroge,Female,45-54,Consumer,Rift Valley
C0685,Lucy Ochieng,Male,25-34,Consumer,Eastern
C0686,Hassan Njoroge,Male,55+,Consumer,Nairobi
C0687,David Kiptoo,Male,45-54,Corporate,Coast
C0688,Victor Maina,Male,25-34,Consumer,Nairobi
C0689,Victor Kariuki,Female,35-44,Consumer,Eastern
C0690,Brian Mwangi,Female,25-34,Consumer,Nairobi
C0691,Hassan Mwangi,Male,45-54,Small Business,Coast
C0692,Lucy Muriuki,Female,55+,Corporate,Western
C0693,Hassan Mutua,Female,25-34,Consumer,Central
C0694,George Kariuki,Female,18-24,Small Business,Rift Valley
C0695,Rose Njoroge,Male,18-24,Consumer,Rift Valley
C0696,Samuel Akinyi,Male,55+,Consumer,Coast
C0697,Mary Wambui,Female,25-34,Consumer,Rift Valley
C0698,Carol Otieno,Male,25-34,Consumer,Eastern
C0699,David Kamau,Female,35-44,Small Business,Central
C0700,Faith Mwangi,Female,25-34,Consumer,Western
C0701,Sharon Akinyi,Male,45-54,Small Business,Nairobi
C0702,Faith Otieno,Female,55+,Consumer,Rift Valley
C0703,George Njoroge,Male,25-34,Small Business,Western
C0704,James Otieno,Male,25-34,Consumer,Central
C0705,Faith Akinyi,Female,35-44,Consumer,Nairobi
C0706,Samuel Otieno,Female,25-34,Consumer,Eastern
C0707,Lucy Mwangi,Female,25-34,Consumer,Central
C0708,Nancy Njoroge,Female,25-34,,Rift Valley
C0709,George Kamau,Female,55+,Consumer,Nairobi
C0710,Rose Wambui,Male,55+,Consumer,Eastern
C0711,Wanjiku Njoroge,Male,55+,Consumer,Nairobi
C0712,Peter Kiptoo,Male,45-54,Small Business,Nairobi
C0713,James Wambui,Male,25-34,Consumer,Eastern
C0714,Carol Mutua,Male,55+,Consumer,Eastern
C0715,Faith Otieno,Female,18-24,Consumer,Nairobi
C0716,Mary Kamau,Male,55+,Consumer,Western
C0717,Brian Otieno,Female,18-24,Consumer,Rift Valley
C0718,Peter Muriuki,Male,45-54,Consumer,Eastern
C0719,James Kamau,Male,25-34,Corporate,Central
C0720,James Kariuki,Female,55+,Consumer,Western
C0721,Victor Ochieng,Female,18-24,Consumer,Rift Valley
C0722,Wanjiku Otieno,Male,55+,Consumer,Rift Valley
C0723,Brian Mwangi,Female,55+,Consumer,Rift Valley
C0724,Brian Otieno,Male,25-34,Small Business,Coast
C0725,Kevin Maina,Male,35-44,Consumer,Nairobi
C0726,Brian Mwangi,Male,35-44,Consumer,Eastern
C0727,Brian Maina,Female,18-24,Consumer,Eastern
C0728,Irene Maina,Male,55+,Small Business,Rift Valley
C0729,Mary Mwangi,Male,45-54,Consumer,Nairobi
C0730,Samuel Kariuki,Male,18-24,Consumer,Nairobi
C0731,Victor Ochieng,Female,18-24,Consumer,Rift Valley
C0732,Esther Ochieng,Female,18-24,Consumer,Nairobi
C0733,Kevin Kiptoo,Male,25-34,Consumer,Eastern
C0734,Kevin Mwangi,Female,55+,Small Business,Central
C0735,David Mwangi,Female,35-44,Consumer,Rift Valley
C0736,Nancy Maina,Male,35-44,Consumer,Eastern
C0737,Rose Njoroge,Female,55+,Consumer,Central
C0738,Carol Kariuki,Female,35-44,Consumer,Central
C0739,James Njoroge,Female,25-34,Consumer,Coast
C0740,James Kiptoo,Male,55+,Corporate,Coast
C0741,George Mwangi,Female,55+,Consumer,Central
C0742,Lucy Otieno,Female,55+,Consumer,Coast
C0743,Nancy Njoroge,Male,45-54,Consumer,Eastern
C0744,Irene Kamau,Male,35-44,Consumer,Western
C0745,Sharon Kamau,Female,55+,Consumer,Nairobi
C0746,Irene Mutua,Female,45-54,Small Business,Central
C0747,James Njoroge,Male,35-44,Consumer,Central
C0748,Sharon Ochieng,Male,18-24,Consumer,Nairobi
C0749,Esther Kiptoo,Male,35-44,Consumer,Nairobi
C0750,Victor Kiptoo,Female,55+,Consumer,Rift Valley
C0751,Carol Wambui,Male,55+,Small Business,Central
C0752,Amina Mwangi,Male,45-54,Small Business,Eastern
C0753,Brian Muriuki,Female,55+,Corporate,Nairobi
C0754,Mary Kariuki,Female,35-44,Small Business,Nairobi
C0755,Kevin Ochieng,Male,35-44,Small Business,Rift Valley
C0756,Samuel Wambui,Male,55+,Consumer,Eastern
C0757,Kevin Muriuki,Female,55+,Corporate,Nairobi
C0758,Carol Kiptoo,Male,55+,Consumer,Nairobi
C0759,Faith Mutua,Female,35-44,Consumer,Nairobi
C0760,Rose Muriuki,Female,18-24,Small Business,Western
C0761,Sharon Ochieng,Female,25-34,Corporate,Western
C0762,Irene Wambui,Female,18-24,Consumer,Nairobi
C0763,Brian Kariuki,Male,45-54,Small Business,Nairobi
C0764,Samuel Muriuki,Male,35-44,Consumer,Western
C0765,Wanjiku Ochieng,Female,55+,Consumer,Eastern
C0766,Lucy Akinyi,Female,25-34,Consumer,Coast
C0767,Amina Mutua,Male,35-44,Consumer,Western
C0768,David Kamau,Female,55+,Consumer,Nairobi
C0769,Sharon Otieno,Female,18-24,Corporate,Nairobi
C0770,Rose Njoroge,Female,45-54,Small Business,Central
C0771,Nancy Maina,Male,18-24,Consumer,Rift Valley
C0772,Amina Otieno,Male,18-24,Small Business,Eastern
C0773,Victor Mwangi,Male,25-34,Consumer,Eastern
C0774,Rose Njoroge,Female,18-24,Small Business,Eastern
C0775,Amina Wambui,Female,35-44,Corporate,Eastern
C0776,Rose Kamau,Male,18-24,Consumer,Eastern
C0777,George Maina,Male,35-44,Consumer,Nairobi
C0778,Irene Maina,Male,35-44,Consumer,Nairobi
C0779,Lucy Muriuki,Female,35-44,Small Business,Central
C0780,Victor Mwangi,Male,35-44,Consumer,Western
C0781,Irene Wambui,Male,25-34,Small Business,Nairobi
C0782,Lucy Kiptoo,Male,55+,Corporate,Eastern
C0783,Nancy Njoroge,Male,25-34,Consumer,Coast
C0784,James Njoroge,Male,45-54,Consumer,Western
C0785,Sharon Kiptoo,Male,55+,Consumer,Nairobi
C0786,Samuel Mwangi,Male,45-54,Corporate,Nairobi
C0787,Hassan Wambui,Male,35-44,Consumer,Nairobi
C0788,Lucy Wambui,Female,55+,Consumer,Eastern
C0789,Peter Kamau,Male,55+,Consumer,Coast
C0790,Samuel Mutua,Male,35-44,Consumer,Rift Valley
C0791,Wanjiku Mutua,Male,35-44,Small Business,Central
C0792,Wanjiku Ochieng,Male,25-34,Corporate,Central
C0793,Mary Kariuki,Female,55+,Consumer,Central
C0794,Rose Kiptoo,Male,55+,Small Business,Rift Valley
C0795,Carol Mutua,Female,55+,Consumer,Rift Valley
C0796,Irene Muriuki,Female,55+,Consumer,Nairobi
C0797,Samuel Akinyi,Female,35-44,Consumer,Eastern
C0798,Amina Kamau,Female,55+,Consumer,Nairobi
C0799,Peter Njoroge,Male,45-54,,Eastern
C0800,Lucy Maina,Female,45-54,Consumer,Nairobi
C0801,Sharon Muriuki,Male,35-44,Small Business,Nairobi
C0802,Esther Otieno,Female,35-44,Consumer,Eastern
C0803,James Akinyi,Male,35-44,Consumer,Nairobi
C0804,Sharon Ochieng,Male,25-34,Consumer,Central
C0805,George Otieno,Male,25-34,Consumer,Western
C0806,Rose Akinyi,Female,18-24,Small Business,Nairobi
C0807,Mary Ochieng,Male,35-44,Corporate,Rift Valley
C0808,Kevin Kamau,Male,45-54,Consumer,Eastern
C0809,Wanjiku Njoroge,Male,25-34,Small Business,Eastern
C0810,James Kiptoo,Male,18-24,Consumer,Central
C0811,Rose Akinyi,Female,25-34,Consumer,Western
C0812,Irene Njoroge,Female,55+,Consumer,Nairobi
C0813,Samuel Ochieng,Female,25-34,Corporate,Nairobi
C0814,Brian Kamau,Male,25-34,Small Business,Nairobi
C0815,Irene Mutua,Male,45-54,Small Business,Eastern
C0816,Samuel Akinyi,Female,55+,Consumer,Eastern
C0817,Rose Wambui,Female,55+,Small Business,Rift Valley
C0818,George Mwangi,Male,18-24,Consumer,Western
C0819,Amina Ochieng,Male,25-34,Small Business,Western
C0820,Sharon Njoroge,Male,55+,Consumer,Western
C0821,Faith Njoroge,Female,45-54,Consumer,Western
C0822,Esther Ochieng,Male,55+,Consumer,Western
C0823,Carol Mwangi,Female,35-44,Consumer,Nairobi
C0824,Esther Wambui,Male,25-34,Consumer,Nairobi
C0825,Mary Kamau,Male,35-44,Consumer,Eastern
C0826,Nancy Ochieng,Female,45-54,Consumer,Western
C0827,George Njoroge,Male,55+,Consumer,Eastern
C0828,Faith Muriuki,Female,25-34,Small Business,Nairobi
C0829,Nancy Wambui,Male,35-44,Small Business,Western
C0830,Nancy Kariuki,Male,25-34,Consumer,Nairobi
C0831,Carol Maina,Male,25-34,Consumer,Nairobi
C0832,Irene Ochieng,Male,55+,Consumer,Nairobi
C0833,Samuel Kamau,Female,45-54,Small Business,Nairobi
C0834,Kevin Mutua,Female,35-44,Consumer,Eastern
C0835,Samuel Mutua,Female,18-24,Consumer,Central
C0836,Rose Njoroge,Female,45-54,Consumer,Coast
C0837,Esther Ochieng,Male,25-34,Consumer,Western
C0838,Esther Kariuki,Female,55+,Consumer,Central
C0839,George Kariuki,Female,55+,Consumer,Western
C0840,Irene Muriuki,Male,55+,Consumer,Nairobi
C0841,Esther Kariuki,Male,25-34,Small Business,Eastern
C0842,Nancy Wambui,Female,25-34,Consumer,Rift Valley
C0843,Esther Wambui,Female,25-34,Consumer,Rift Valley
C0844,Lucy Kariuki,Female,18-24,Consumer,Western
C0845,Faith Kamau,Female,45-54,Small Business,Nairobi
C0846,Sharon Wambui,Female,55+,Consumer,Eastern
C0847,Faith Kariuki,Female,25-34,Corporate,Central
C0848,David Akinyi,Female,18-24,Consumer,Nairobi
C0849,David Maina,Female,18-24,Consumer,Central
C0850,Wanjiku Mutua,Male,35-44,Consumer,Rift Valley
C0851,Amina Mwangi,Male,45-54,Consumer,Coast
C0852,Kevin Mwangi,Male,55+,Consumer,Rift Valley
C0853,Faith Mutua,Female,25-34,Consumer,Rift Valley
C0854,Irene Muriuki,Male,18-24,Consumer,Nairobi
C0855,Lucy Akinyi,Male,35-44,Consumer,Eastern
C0856,David Mutua,Female,18-24,Corporate,Western
C0857,Irene Kariuki,Male,55+,Small Business,Coast
C0858,Rose Akinyi,Male,25-34,Corporate,Nairobi
C0859,Sharon Kariuki,Male,55+,Corporate,Eastern
C0860,Samuel Maina,Male,35-44,Consumer,Central
C0861,Mary Kiptoo,Male,25-34,Small Business,Nairobi
C0862,Irene Muriuki,Male,25-34,Small Business,Western
C0863,Wanjiku Mutua,Female,55+,Corporate,Nairobi
C0864,Rose Kiptoo,Male,18-24,Small Business,Nairobi
C0865,Lucy Mutua,Male,35-44,Consumer,Coast
C0866,Wanjiku Mwangi,Female,45-54,Corporate,Central
C0867,Rose Maina,Female,55+,Consumer,Eastern
C0868,David Kamau,Male,35-44,Consumer,Central
C0869,Brian Otieno,Male,18-24,Consumer,Rift Valley
C0870,Sharon Maina,Female,55+,Consumer,Western
C0871,Brian Muriuki,Male,55+,Consumer,Coast
C0872,Rose Mutua,Female,25-34,Consumer,Coast
C0873,Faith Njoroge,Female,35-44,Small Business,Western
C0874,David Otieno,Male,25-34,,Eastern
C0875,Brian Njoroge,Female,35-44,Consumer,Central
C0876,Rose Kariuki,Male,35-44,Consumer,Nairobi
C0877,Nancy Njoroge,Male,25-34,Small Business,Rift Valley
C0878,Wanjiku Wambui,Male,35-44,Small Business,Eastern
C0879,Rose Wambui,Female,35-44,Corporate,Nairobi
C0880,Brian Maina,Male,45-54,Small Business,Western
C0881,Brian Ochieng,Male,45-54,Small Business,Eastern
C0882,Esther Wambui,Male,35-44,Small Business,Rift Valley
C0883,Wanjiku Kiptoo,Female,25-34,Consumer,Eastern
C0884,Nancy Kamau,Female,45-54,Consumer,Western
C0885,Amina Maina,Female,18-24,Consumer,Coast
C0886,Nancy Kiptoo,Male,18-24,Small Business,Central
C0887,Irene Kamau,Female,45-54,Consumer,Eastern
C0888,Esther Kamau,Female,25-34,Consumer,Central
C0889,Amina Kamau,Female,25-34,Corporate,Rift Valley
C0890,Mary Mutua,Male,55+,Small Business,Central
C0891,Lucy Kariuki,Female,55+,Consumer,Coast
C0892,Brian Muriuki,Female,25-34,Consumer,Rift Valley
C0893,Irene Kamau,Female,55+,,Western
C0894,Samuel Mutua,Male,55+,Consumer,Eastern
C0895,Kevin Kiptoo,Female,18-24,Corporate,Central
C0896,Kevin Njoroge,Female,35-44,Consumer,Coast
C0897,Victor Mutua,Male,55+,Consumer,Central
C0898,Mary Maina,Female,35-44,Consumer,Central
C0899,Faith Kamau,Female,25-34,Corporate,Western
C0900,Amina Maina,Male,55+,Consumer,Nairobi
C0901,Nancy Kariuki,Male,35-44,Corporate,Nairobi
C0902,Mary Kamau,Male,18-24,Consumer,Rift Valley
C0903,Peter Mutua,Male,35-44,Consumer,Coast
C0904,Faith Kiptoo,Female,18-24,Consumer,Rift Valley
C0905,Hassan Kariuki,Female,55+,Consumer,Nairobi
C0906,Esther Wambui,Male,25-34,Consumer,Central
C0907,Peter Ochieng,Female,45-54,Consumer,Nairobi
C0908,Amina Kariuki,Male,55+,Consumer,Rift Valley
C0909,Victor Kiptoo,Female,25-34,Consumer,Eastern
C0910,Faith Otieno,Male,18-24,Consumer,Nairobi
C0911,Hassan Kariuki,Female,25-34,Consumer,Rift Valley
C0912,Carol Kiptoo,Male,55+,Consumer,Nairobi
C0913,Amina Otieno,Male,25-34,Consumer,Nairobi
C0914,Irene Wambui,Male,55+,Small Business,Nairobi
C0915,Peter Kariuki,Female,35-44,Small Business,Central
C0916,Amina Kiptoo,Male,25-34,Small Business,Rift Valley
C0917,Victor Ochieng,Female,55+,Consumer,Eastern
C0918,Nancy Ochieng,Male,55+,Consumer,Nairobi
C0919,Victor Akinyi,Male,55+,Consumer,Western
C0920,Irene Kariuki,Female,18-24,Consumer,Rift Valley
C0921,Carol Muriuki,Male,35-44,Corporate,Eastern
C0922,Kevin Otieno,Female,25-34,Corporate,Coast
C0923,Samuel Ochieng,Male,18-24,Consumer,Nairobi
C0924,Samuel Otieno,Male,45-54,Consumer,Coast
C0925,Sharon Njoroge,Female,55+,Consumer,Central
C0926,George Wambui,Male,25-34,Consumer,Eastern
C0927,Nancy Maina,Female,35-44,Consumer,Central
C0928,Sharon Mwangi,Female,55+,Small Business,Rift Valley
C0929,Esther Njoroge,Male,18-24,Consumer,Nairobi
C0930,Samuel Otieno,Female,55+,Small Business,Central
C0931,Kevin Maina,Male,45-54,Consumer,Eastern
C0932,Amina Mutua,Female,45-54,Consumer,Coast
C0933,George Njoroge,Male,35-44,Consumer,Western
C0934,Brian Wambui,Female,55+,Consumer,Eastern
C0935,David Njoroge,Male,55+,Consumer,Eastern
C0936,Sharon Njoroge,Female,25-34,Consumer,Central
C0937,Sharon Kariuki,Female,55+,Consumer,Western
C0938,Wanjiku Mutua,Male,25-34,Corporate,Western
C0939,Brian Kamau,Male,18-24,Small Business,Coast
C0940,Victor Muriuki,Female,18-24,Consumer,Central
C0941,George Kiptoo,Female,25-34,Corporate,Nairobi
C0942,Faith Akinyi,Female,55+,Consumer,Eastern
C0943,James Mutua,Female,35-44,Consumer,Eastern
C0944,Carol Mutua,Male,18-24,Consumer,Eastern
C0945,Kevin Muriuki,Female,55+,Consumer,Eastern
C0946,Esther Kariuki,Female,45-54,Consumer,Rift Valley
C0947,James Akinyi,Male,45-54,Consumer,Rift Valley
C0948,Irene Kamau,Male,45-54,Consumer,Rift Valley
C0949,Hassan Mwangi,Female,18-24,Consumer,Western
C0950,James Kamau,Male,18-24,Small Business,Western
